nombre_embalse	fecha	hora	cota
INVERNADA	2022-09-26	13	1284,72
LAJA	2022-09-26	13	1317,4
MACHICURA	2022-09-26	13	256,62
MAULE	2022-09-26	13	2158,59
MELADO	2022-09-26	13	644,14
PANGUE	2022-09-26	13	508,64
POLCURA	2022-09-26	13	734,43
RALCO	2022-09-26	13	719,75
RAPEL	2022-09-26	13	103,74
ANGOSTURA	2022-09-26	14	316,01
CHAPO	2022-09-26	14	238,57
COLBUN	2022-09-26	14	425,91
INVERNADA	2022-09-26	14	1284,73
LAJA	2022-09-26	14	1317,4
MACHICURA	2022-09-26	14	256,59
MAULE	2022-09-26	14	2158,59
MELADO	2022-09-26	14	644,18
PANGUE	2022-09-26	14	508,7
POLCURA	2022-09-26	14	734,56
RALCO	2022-09-26	14	719,76
RAPEL	2022-09-26	14	103,74
ANGOSTURA	2022-09-26	15	316,03
CHAPO	2022-09-26	15	238,57
COLBUN	2022-09-26	15	425,92
INVERNADA	2022-09-26	15	1284,75
LAJA	2022-09-26	15	1317,4
MACHICURA	2022-09-26	15	256,56
MAULE	2022-09-26	15	2158,59
MELADO	2022-09-26	15	644,23
PANGUE	2022-09-26	15	508,75
POLCURA	2022-09-26	15	734,86
RALCO	2022-09-26	15	719,78
RAPEL	2022-09-26	15	103,75
ANGOSTURA	2022-09-26	16	316,03
CHAPO	2022-09-26	16	238,57
COLBUN	2022-09-26	16	425,93
INVERNADA	2022-09-26	16	1284,77
LAJA	2022-09-26	16	1317,4
MACHICURA	2022-09-26	16	256,53
MAULE	2022-09-26	16	2158,59
MELADO	2022-09-26	16	644,29
PANGUE	2022-09-26	16	508,71
POLCURA	2022-09-26	16	735,1
RALCO	2022-09-26	16	719,79
RAPEL	2022-09-26	16	103,75
ANGOSTURA	2022-09-26	17	316,04
CHAPO	2022-09-26	17	238,56
COLBUN	2022-09-26	17	425,93
INVERNADA	2022-09-26	17	1284,77
LAJA	2022-09-26	17	1317,4
MACHICURA	2022-09-26	17	256,51
MAULE	2022-09-26	17	2158,59
MELADO	2022-09-26	17	644,32
PANGUE	2022-09-26	17	508,64
POLCURA	2022-09-26	17	735,37
RALCO	2022-09-26	17	719,81
RAPEL	2022-09-26	17	103,75
ANGOSTURA	2022-09-26	18	316,11
CHAPO	2022-09-26	18	238,56
COLBUN	2022-09-26	18	425,95
INVERNADA	2022-09-26	18	1284,78
LAJA	2022-09-26	18	1317,4
MACHICURA	2022-09-26	18	256,49
MAULE	2022-09-26	18	2158,59
MELADO	2022-09-26	18	644,3
PANGUE	2022-09-26	18	508,58
POLCURA	2022-09-26	18	735,65
RALCO	2022-09-26	18	719,82
RAPEL	2022-09-26	18	103,76
ANGOSTURA	2022-09-26	19	316,2
CHAPO	2022-09-26	19	238,56
COLBUN	2022-09-26	19	425,96
INVERNADA	2022-09-26	19	1284,78
LAJA	2022-09-26	19	1317,4
MACHICURA	2022-09-26	19	256,46
MAULE	2022-09-26	19	2158,59
MELADO	2022-09-26	19	644,19
PANGUE	2022-09-26	19	508,52
POLCURA	2022-09-26	19	735,74
RALCO	2022-09-26	19	719,8
RAPEL	2022-09-26	19	103,76
ANGOSTURA	2022-09-26	20	316,33
CHAPO	2022-09-26	20	238,56
COLBUN	2022-09-26	20	425,97
INVERNADA	2022-09-26	20	1284,78
LAJA	2022-09-26	20	1317,4
MACHICURA	2022-09-26	20	256,55
MAULE	2022-09-26	20	2158,59
MELADO	2022-09-26	20	644,14
PANGUE	2022-09-26	20	508,47
POLCURA	2022-09-26	20	735,5
RALCO	2022-09-26	20	719,8
RAPEL	2022-09-26	20	103,76
ANGOSTURA	2022-09-26	21	316,45
CHAPO	2022-09-26	21	238,56
COLBUN	2022-09-26	21	425,97
INVERNADA	2022-09-26	21	1284,78
LAJA	2022-09-26	21	1317,4
MACHICURA	2022-09-26	21	256,58
MAULE	2022-09-26	21	2158,59
MELADO	2022-09-26	21	644,11
PANGUE	2022-09-26	21	508,45
POLCURA	2022-09-26	21	735,14
RALCO	2022-09-26	21	719,78
RAPEL	2022-09-26	21	103,76
ANGOSTURA	2022-09-26	22	316,66
CHAPO	2022-09-26	22	238,56
COLBUN	2022-09-26	22	425,96
INVERNADA	2022-09-26	22	1284,78
LAJA	2022-09-26	22	1317,4
MACHICURA	2022-09-26	22	256,58
MAULE	2022-09-26	22	2158,59
MELADO	2022-09-26	22	644,07
PANGUE	2022-09-26	22	508,48
POLCURA	2022-09-26	22	734,76
RALCO	2022-09-26	22	719,74
RAPEL	2022-09-26	22	103,77
ANGOSTURA	2022-09-26	23	316,7
CHAPO	2022-09-26	23	238,56
COLBUN	2022-09-26	23	425,96
INVERNADA	2022-09-26	23	1284,78
LAJA	2022-09-26	23	1317,4
MACHICURA	2022-09-26	23	256,59
MAULE	2022-09-26	23	2158,59
MELADO	2022-09-26	23	644,01
PANGUE	2022-09-26	23	508,52
POLCURA	2022-09-26	23	734,37
RALCO	2022-09-26	23	719,73
RAPEL	2022-09-26	23	103,77
ANGOSTURA	2022-09-26	24	316,71
CHAPO	2022-09-26	24	238,56
COLBUN	2022-09-26	24	425,96
INVERNADA	2022-09-26	24	1284,78
LAJA	2022-09-26	24	1317,45
MACHICURA	2022-09-26	24	256,58
MAULE	2022-09-26	24	2158,59
MELADO	2022-09-26	24	643,95
PANGUE	2022-09-26	24	508,54
POLCURA	2022-09-26	24	734,0
RALCO	2022-09-26	24	719,72
RAPEL	2022-09-26	24	103,77
ANGOSTURA	2022-09-27	1	316,55
CHAPO	2022-09-27	1	238,56
COLBUN	2022-09-27	1	425,96
INVERNADA	2022-09-27	1	1284,8
LAJA	2022-09-27	1	1317,45
MACHICURA	2022-09-27	1	256,57
MAULE	2022-09-27	1	2158,59
MELADO	2022-09-27	1	643,86
PANGUE	2022-09-27	1	508,58
POLCURA	2022-09-27	1	734,09
RALCO	2022-09-27	1	719,68
RAPEL	2022-09-27	1	103,77
ANGOSTURA	2022-09-27	2	316,54
CHAPO	2022-09-27	2	238,56
COLBUN	2022-09-27	2	425,96
INVERNADA	2022-09-27	2	1284,81
LAJA	2022-09-27	2	1317,45
MACHICURA	2022-09-27	2	256,57
MAULE	2022-09-27	2	2158,59
MELADO	2022-09-27	2	643,75
PANGUE	2022-09-27	2	508,67
POLCURA	2022-09-27	2	734,36
RALCO	2022-09-27	2	719,66
RAPEL	2022-09-27	2	103,78
ANGOSTURA	2022-09-27	3	316,64
CHAPO	2022-09-27	3	238,56
COLBUN	2022-09-27	3	425,96
INVERNADA	2022-09-27	3	1284,82
LAJA	2022-09-27	3	1317,45
MACHICURA	2022-09-27	3	256,58
MAULE	2022-09-27	3	2158,59
MELADO	2022-09-27	3	643,66
PANGUE	2022-09-27	3	508,77
POLCURA	2022-09-27	3	734,47
RALCO	2022-09-27	3	719,65
RAPEL	2022-09-27	3	103,78
ANGOSTURA	2022-09-27	4	316,69
CHAPO	2022-09-27	4	238,56
COLBUN	2022-09-27	4	425,97
INVERNADA	2022-09-27	4	1284,83
LAJA	2022-09-27	4	1317,45
MACHICURA	2022-09-27	4	256,57
MAULE	2022-09-27	4	2158,59
MELADO	2022-09-27	4	643,54
PANGUE	2022-09-27	4	508,86
POLCURA	2022-09-27	4	734,43
RALCO	2022-09-27	4	719,62
RAPEL	2022-09-27	4	103,78
ANGOSTURA	2022-09-27	5	316,7
CHAPO	2022-09-27	5	238,56
COLBUN	2022-09-27	5	425,97
INVERNADA	2022-09-27	5	1284,85
LAJA	2022-09-27	5	1317,45
MACHICURA	2022-09-27	5	256,68
MAULE	2022-09-27	5	2158,59
MELADO	2022-09-27	5	643,41
PANGUE	2022-09-27	5	509,01
POLCURA	2022-09-27	5	734,39
RALCO	2022-09-27	5	719,6
RAPEL	2022-09-27	5	103,78
ANGOSTURA	2022-09-27	6	316,74
CHAPO	2022-09-27	6	238,55
COLBUN	2022-09-27	6	425,98
INVERNADA	2022-09-27	6	1284,86
LAJA	2022-09-27	6	1317,45
MACHICURA	2022-09-27	6	256,71
MAULE	2022-09-27	6	2158,59
MELADO	2022-09-27	6	643,3
PANGUE	2022-09-27	6	509,12
POLCURA	2022-09-27	6	734,3
RALCO	2022-09-27	6	719,58
RAPEL	2022-09-27	6	103,79
ANGOSTURA	2022-09-27	7	316,75
CHAPO	2022-09-27	7	238,55
COLBUN	2022-09-27	7	425,98
INVERNADA	2022-09-27	7	1284,85
LAJA	2022-09-27	7	1317,45
MACHICURA	2022-09-27	7	256,81
MAULE	2022-09-27	7	2158,59
MELADO	2022-09-27	7	643,21
PANGUE	2022-09-27	7	509,24
POLCURA	2022-09-27	7	734,42
RALCO	2022-09-27	7	719,55
RAPEL	2022-09-27	7	103,79
ANGOSTURA	2022-09-27	8	316,7
CHAPO	2022-09-27	8	238,55
COLBUN	2022-09-27	8	425,98
INVERNADA	2022-09-27	8	1284,84
LAJA	2022-09-27	8	1317,45
MACHICURA	2022-09-27	8	256,91
MAULE	2022-09-27	8	2158,59
MELADO	2022-09-27	8	643,13
PANGUE	2022-09-27	8	509,31
POLCURA	2022-09-27	8	734,68
RALCO	2022-09-27	8	719,54
RAPEL	2022-09-27	8	103,79
ANGOSTURA	2022-09-27	9	316,74
CHAPO	2022-09-27	9	238,54
COLBUN	2022-09-27	9	425,98
INVERNADA	2022-09-27	9	1284,83
LAJA	2022-09-27	9	1317,45
MACHICURA	2022-09-27	9	257,0
MAULE	2022-09-27	9	2158,59
MELADO	2022-09-27	9	643,11
PANGUE	2022-09-27	9	509,4
POLCURA	2022-09-27	9	734,9
RALCO	2022-09-27	9	719,54
RAPEL	2022-09-27	9	103,79
ANGOSTURA	2022-09-27	10	316,67
CHAPO	2022-09-27	10	238,54
COLBUN	2022-09-27	10	425,98
INVERNADA	2022-09-27	10	1284,82
LAJA	2022-09-27	10	1317,45
MACHICURA	2022-09-27	10	257,02
MAULE	2022-09-27	10	2158,59
MELADO	2022-09-27	10	643,2
PANGUE	2022-09-27	10	509,44
POLCURA	2022-09-27	10	735,13
RALCO	2022-09-27	10	719,55
RAPEL	2022-09-27	10	103,8
ANGOSTURA	2022-09-27	11	316,61
CHAPO	2022-09-27	11	238,53
COLBUN	2022-09-27	11	425,99
INVERNADA	2022-09-27	11	1284,83
LAJA	2022-09-27	11	1317,45
MACHICURA	2022-09-27	11	256,97
MAULE	2022-09-27	11	2158,59
MELADO	2022-09-27	11	643,29
PANGUE	2022-09-27	11	509,57
POLCURA	2022-09-27	11	735,54
RALCO	2022-09-27	11	719,54
RAPEL	2022-09-27	11	103,8
ANGOSTURA	2022-09-27	12	316,49
CHAPO	2022-09-27	12	238,53
COLBUN	2022-09-27	12	426,0
INVERNADA	2022-09-27	12	1284,85
LAJA	2022-09-27	12	1317,45
MACHICURA	2022-09-27	12	256,91
MAULE	2022-09-27	12	2158,59
MELADO	2022-09-27	12	643,45
PANGUE	2022-09-27	12	509,66
POLCURA	2022-09-27	12	735,9
RALCO	2022-09-27	12	719,54
RAPEL	2022-09-27	12	103,8
ANGOSTURA	2022-09-27	13	316,41
CHAPO	2022-09-27	13	238,52
COLBUN	2022-09-27	13	426,0
INVERNADA	2022-09-27	13	1284,86
LAJA	2022-09-27	13	1317,45
MACHICURA	2022-09-27	13	256,91
MAULE	2022-09-27	13	2158,59
MELADO	2022-09-27	13	643,61
PANGUE	2022-09-27	13	509,74
POLCURA	2022-09-27	13	736,15
RALCO	2022-09-27	13	719,57
RAPEL	2022-09-27	13	103,8
ANGOSTURA	2022-09-27	14	316,41
CHAPO	2022-09-27	14	238,52
COLBUN	2022-09-27	14	426,0
INVERNADA	2022-09-27	14	1284,87
LAJA	2022-09-27	14	1317,45
MACHICURA	2022-09-27	14	256,88
MAULE	2022-09-27	14	2158,59
MELADO	2022-09-27	14	643,75
PANGUE	2022-09-27	14	509,79
POLCURA	2022-09-27	14	736,19
RALCO	2022-09-27	14	719,57
RAPEL	2022-09-27	14	103,81
ANGOSTURA	2022-09-27	15	316,42
CHAPO	2022-09-27	15	238,52
COLBUN	2022-09-27	15	426,0
INVERNADA	2022-09-27	15	1284,88
LAJA	2022-09-27	15	1317,45
MACHICURA	2022-09-27	15	256,86
MAULE	2022-09-27	15	2158,59
MELADO	2022-09-27	15	643,9
PANGUE	2022-09-27	15	509,79
POLCURA	2022-09-27	15	736,11
RALCO	2022-09-27	15	719,57
RAPEL	2022-09-27	15	103,81
ANGOSTURA	2022-09-27	16	316,44
CHAPO	2022-09-27	16	238,52
COLBUN	2022-09-27	16	426,0
INVERNADA	2022-09-27	16	1284,89
LAJA	2022-09-27	16	1317,45
MACHICURA	2022-09-27	16	256,83
MAULE	2022-09-27	16	2158,59
MELADO	2022-09-27	16	644,04
PANGUE	2022-09-27	16	509,81
POLCURA	2022-09-27	16	736,08
RALCO	2022-09-27	16	719,59
RAPEL	2022-09-27	16	103,81
ANGOSTURA	2022-09-27	17	316,51
CHAPO	2022-09-27	17	238,51
COLBUN	2022-09-27	17	426,01
INVERNADA	2022-09-27	17	1284,91
LAJA	2022-09-27	17	1317,45
MACHICURA	2022-09-27	17	256,8
MAULE	2022-09-27	17	2158,59
MELADO	2022-09-27	17	644,18
PANGUE	2022-09-27	17	509,84
POLCURA	2022-09-27	17	736,1
RALCO	2022-09-27	17	719,6
RAPEL	2022-09-27	17	103,81
ANGOSTURA	2022-09-27	18	316,56
CHAPO	2022-09-27	18	238,51
COLBUN	2022-09-27	18	426,01
INVERNADA	2022-09-27	18	1284,92
LAJA	2022-09-27	18	1317,45
MACHICURA	2022-09-27	18	256,76
MAULE	2022-09-27	18	2158,59
MELADO	2022-09-27	18	644,33
PANGUE	2022-09-27	18	509,87
POLCURA	2022-09-27	18	736,09
RALCO	2022-09-27	18	719,6
RAPEL	2022-09-27	18	103,81
ANGOSTURA	2022-09-27	19	316,54
CHAPO	2022-09-27	19	238,51
COLBUN	2022-09-27	19	426,0
INVERNADA	2022-09-27	19	1284,93
LAJA	2022-09-27	19	1317,45
MACHICURA	2022-09-27	19	256,72
MAULE	2022-09-27	19	2158,59
MELADO	2022-09-27	19	644,46
PANGUE	2022-09-27	19	509,95
POLCURA	2022-09-27	19	736,04
RALCO	2022-09-27	19	719,6
RAPEL	2022-09-27	19	103,81
ANGOSTURA	2022-09-27	20	316,49
CHAPO	2022-09-27	20	238,51
COLBUN	2022-09-27	20	426,0
INVERNADA	2022-09-27	20	1284,94
LAJA	2022-09-27	20	1317,45
MACHICURA	2022-09-27	20	256,8
MAULE	2022-09-27	20	2158,59
MELADO	2022-09-27	20	644,4
PANGUE	2022-09-27	20	510,02
POLCURA	2022-09-27	20	735,73
RALCO	2022-09-27	20	719,58
RAPEL	2022-09-27	20	103,81
ANGOSTURA	2022-09-27	21	316,43
CHAPO	2022-09-27	21	238,51
COLBUN	2022-09-27	21	425,99
INVERNADA	2022-09-27	21	1284,95
LAJA	2022-09-27	21	1317,45
MACHICURA	2022-09-27	21	256,84
MAULE	2022-09-27	21	2158,59
MELADO	2022-09-27	21	644,3
PANGUE	2022-09-27	21	510,01
POLCURA	2022-09-27	21	735,28
RALCO	2022-09-27	21	719,55
RAPEL	2022-09-27	21	103,81
ANGOSTURA	2022-09-27	22	316,49
CHAPO	2022-09-27	22	238,51
COLBUN	2022-09-27	22	425,99
INVERNADA	2022-09-27	22	1284,96
LAJA	2022-09-27	22	1317,45
MACHICURA	2022-09-27	22	256,89
MAULE	2022-09-27	22	2158,59
MELADO	2022-09-27	22	644,26
PANGUE	2022-09-27	22	509,99
POLCURA	2022-09-27	22	734,89
RALCO	2022-09-27	22	719,54
RAPEL	2022-09-27	22	103,81
ANGOSTURA	2022-09-27	23	316,58
CHAPO	2022-09-27	23	238,51
COLBUN	2022-09-27	23	425,98
INVERNADA	2022-09-27	23	1284,98
LAJA	2022-09-27	23	1317,45
MACHICURA	2022-09-27	23	256,9
MAULE	2022-09-27	23	2158,59
MELADO	2022-09-27	23	644,2
PANGUE	2022-09-27	23	509,97
POLCURA	2022-09-27	23	734,73
RALCO	2022-09-27	23	719,51
RAPEL	2022-09-27	23	103,82
ANGOSTURA	2022-09-27	24	316,58
CHAPO	2022-09-27	24	238,51
COLBUN	2022-09-27	24	425,97
INVERNADA	2022-09-27	24	1284,99
LAJA	2022-09-27	24	1317,5
MACHICURA	2022-09-27	24	256,95
MAULE	2022-09-27	24	2158,6
MELADO	2022-09-27	24	644,09
PANGUE	2022-09-27	24	509,94
POLCURA	2022-09-27	24	734,59
RALCO	2022-09-27	24	719,49
RAPEL	2022-09-27	24	103,82
ANGOSTURA	2022-09-28	1	316,63
CHAPO	2022-09-28	1	238,5
COLBUN	2022-09-28	1	425,98
INVERNADA	2022-09-28	1	1285,0
LAJA	2022-09-28	1	1317,5
MACHICURA	2022-09-28	1	256,96
MAULE	2022-09-28	1	2158,6
MELADO	2022-09-28	1	644,02
PANGUE	2022-09-28	1	509,93
POLCURA	2022-09-28	1	734,35
RALCO	2022-09-28	1	719,47
RAPEL	2022-09-28	1	103,82
ANGOSTURA	2022-09-28	2	316,69
CHAPO	2022-09-28	2	238,5
COLBUN	2022-09-28	2	425,98
INVERNADA	2022-09-28	2	1285,01
LAJA	2022-09-28	2	1317,5
MACHICURA	2022-09-28	2	256,93
MAULE	2022-09-28	2	2158,6
MELADO	2022-09-28	2	643,97
PANGUE	2022-09-28	2	509,9
POLCURA	2022-09-28	2	734,02
RALCO	2022-09-28	2	719,44
RAPEL	2022-09-28	2	103,82
ANGOSTURA	2022-09-28	3	316,73
CHAPO	2022-09-28	3	238,5
COLBUN	2022-09-28	3	425,98
INVERNADA	2022-09-28	3	1285,02
LAJA	2022-09-28	3	1317,5
MACHICURA	2022-09-28	3	256,94
MAULE	2022-09-28	3	2158,6
MELADO	2022-09-28	3	643,93
PANGUE	2022-09-28	3	509,89
POLCURA	2022-09-28	3	734,06
RALCO	2022-09-28	3	719,42
RAPEL	2022-09-28	3	103,82
ANGOSTURA	2022-09-28	4	316,75
CHAPO	2022-09-28	4	238,5
COLBUN	2022-09-28	4	425,99
INVERNADA	2022-09-28	4	1285,04
LAJA	2022-09-28	4	1317,5
MACHICURA	2022-09-28	4	256,92
MAULE	2022-09-28	4	2158,6
MELADO	2022-09-28	4	643,84
PANGUE	2022-09-28	4	509,87
POLCURA	2022-09-28	4	734,09
RALCO	2022-09-28	4	719,41
RAPEL	2022-09-28	4	103,83
ANGOSTURA	2022-09-28	5	316,72
CHAPO	2022-09-28	5	238,5
COLBUN	2022-09-28	5	426,0
INVERNADA	2022-09-28	5	1285,06
LAJA	2022-09-28	5	1317,5
MACHICURA	2022-09-28	5	256,86
MAULE	2022-09-28	5	2158,6
MELADO	2022-09-28	5	643,73
PANGUE	2022-09-28	5	509,85
POLCURA	2022-09-28	5	734,15
RALCO	2022-09-28	5	719,37
RAPEL	2022-09-28	5	103,83
ANGOSTURA	2022-09-28	6	316,68
CHAPO	2022-09-28	6	238,5
COLBUN	2022-09-28	6	426,01
INVERNADA	2022-09-28	6	1285,07
LAJA	2022-09-28	6	1317,5
MACHICURA	2022-09-28	6	256,78
MAULE	2022-09-28	6	2158,6
MELADO	2022-09-28	6	643,61
PANGUE	2022-09-28	6	509,83
POLCURA	2022-09-28	6	734,2
RALCO	2022-09-28	6	719,36
RAPEL	2022-09-28	6	103,83
ANGOSTURA	2022-09-28	7	316,65
CHAPO	2022-09-28	7	238,49
COLBUN	2022-09-28	7	426,0
INVERNADA	2022-09-28	7	1285,06
LAJA	2022-09-28	7	1317,5
MACHICURA	2022-09-28	7	256,9
MAULE	2022-09-28	7	2158,6
MELADO	2022-09-28	7	643,51
PANGUE	2022-09-28	7	509,81
POLCURA	2022-09-28	7	734,22
RALCO	2022-09-28	7	719,32
RAPEL	2022-09-28	7	103,83
ANGOSTURA	2022-09-28	8	316,61
CHAPO	2022-09-28	8	238,48
COLBUN	2022-09-28	8	426,0
INVERNADA	2022-09-28	8	1285,06
LAJA	2022-09-28	8	1317,5
MACHICURA	2022-09-28	8	257,12
MAULE	2022-09-28	8	2158,6
MELADO	2022-09-28	8	643,43
PANGUE	2022-09-28	8	509,81
POLCURA	2022-09-28	8	734,45
RALCO	2022-09-28	8	719,3
RAPEL	2022-09-28	8	103,83
ANGOSTURA	2022-09-28	9	316,58
CHAPO	2022-09-28	9	238,48
COLBUN	2022-09-28	9	425,99
INVERNADA	2022-09-28	9	1285,07
LAJA	2022-09-28	9	1317,5
MACHICURA	2022-09-28	9	257,24
MAULE	2022-09-28	9	2158,6
MELADO	2022-09-28	9	643,38
PANGUE	2022-09-28	9	509,89
POLCURA	2022-09-28	9	734,68
RALCO	2022-09-28	9	719,29
RAPEL	2022-09-28	9	103,83
ANGOSTURA	2022-09-28	10	316,63
CHAPO	2022-09-28	10	238,48
COLBUN	2022-09-28	10	425,98
INVERNADA	2022-09-28	10	1285,09
LAJA	2022-09-28	10	1317,5
MACHICURA	2022-09-28	10	257,4
MAULE	2022-09-28	10	2158,6
MELADO	2022-09-28	10	643,48
PANGUE	2022-09-28	10	509,95
POLCURA	2022-09-28	10	734,75
RALCO	2022-09-28	10	719,28
RAPEL	2022-09-28	10	103,84
ANGOSTURA	2022-09-28	11	316,61
CHAPO	2022-09-28	11	238,47
COLBUN	2022-09-28	11	425,96
INVERNADA	2022-09-28	11	1285,1
LAJA	2022-09-28	11	1317,5
MACHICURA	2022-09-28	11	257,5
MAULE	2022-09-28	11	2158,6
MELADO	2022-09-28	11	643,65
PANGUE	2022-09-28	11	509,82
POLCURA	2022-09-28	11	734,78
RALCO	2022-09-28	11	719,26
RAPEL	2022-09-28	11	103,84
ANGOSTURA	2022-09-28	12	316,62
CHAPO	2022-09-28	12	238,47
COLBUN	2022-09-28	12	425,96
INVERNADA	2022-09-28	12	1285,11
LAJA	2022-09-28	12	1317,5
MACHICURA	2022-09-28	12	257,46
MAULE	2022-09-28	12	2158,6
MELADO	2022-09-28	12	643,83
PANGUE	2022-09-28	12	509,86
POLCURA	2022-09-28	12	734,8
RALCO	2022-09-28	12	719,25
RAPEL	2022-09-28	12	103,84
ANGOSTURA	2022-09-28	13	316,71
CHAPO	2022-09-28	13	238,46
COLBUN	2022-09-28	13	425,96
INVERNADA	2022-09-28	13	1285,12
LAJA	2022-09-28	13	1317,5
MACHICURA	2022-09-28	13	257,43
MAULE	2022-09-28	13	2158,6
MELADO	2022-09-28	13	644,0
PANGUE	2022-09-28	13	509,69
POLCURA	2022-09-28	13	734,83
RALCO	2022-09-28	13	719,26
RAPEL	2022-09-28	13	103,84
ANGOSTURA	2022-09-28	14	316,81
CHAPO	2022-09-28	14	238,46
COLBUN	2022-09-28	14	425,96
INVERNADA	2022-09-28	14	1285,14
LAJA	2022-09-28	14	1317,5
MACHICURA	2022-09-28	14	257,4
MAULE	2022-09-28	14	2158,6
MELADO	2022-09-28	14	644,16
PANGUE	2022-09-28	14	509,57
POLCURA	2022-09-28	14	734,88
RALCO	2022-09-28	14	719,26
RAPEL	2022-09-28	14	103,84
ANGOSTURA	2022-09-28	15	316,93
CHAPO	2022-09-28	15	238,46
COLBUN	2022-09-28	15	425,96
INVERNADA	2022-09-28	15	1285,15
LAJA	2022-09-28	15	1317,5
MACHICURA	2022-09-28	15	257,38
MAULE	2022-09-28	15	2158,6
MELADO	2022-09-28	15	644,32
PANGUE	2022-09-28	15	509,51
POLCURA	2022-09-28	15	735,17
RALCO	2022-09-28	15	719,28
RAPEL	2022-09-28	15	103,84
ANGOSTURA	2022-09-28	16	316,92
CHAPO	2022-09-28	16	238,46
COLBUN	2022-09-28	16	425,96
INVERNADA	2022-09-28	16	1285,16
LAJA	2022-09-28	16	1317,5
MACHICURA	2022-09-28	16	257,36
MAULE	2022-09-28	16	2158,6
MELADO	2022-09-28	16	644,48
PANGUE	2022-09-28	16	509,55
POLCURA	2022-09-28	16	735,39
RALCO	2022-09-28	16	719,28
RAPEL	2022-09-28	16	103,85
ANGOSTURA	2022-09-28	17	316,81
CHAPO	2022-09-28	17	238,45
COLBUN	2022-09-28	17	425,96
INVERNADA	2022-09-28	17	1285,17
LAJA	2022-09-28	17	1317,5
MACHICURA	2022-09-28	17	257,32
MAULE	2022-09-28	17	2158,6
MELADO	2022-09-28	17	644,63
PANGUE	2022-09-28	17	509,6
POLCURA	2022-09-28	17	735,5
RALCO	2022-09-28	17	719,3
RAPEL	2022-09-28	17	103,85
ANGOSTURA	2022-09-28	18	316,72
CHAPO	2022-09-28	18	238,45
COLBUN	2022-09-28	18	425,96
INVERNADA	2022-09-28	18	1285,18
LAJA	2022-09-28	18	1317,5
MACHICURA	2022-09-28	18	257,29
MAULE	2022-09-28	18	2158,6
MELADO	2022-09-28	18	644,78
PANGUE	2022-09-28	18	509,66
POLCURA	2022-09-28	18	735,56
RALCO	2022-09-28	18	719,31
RAPEL	2022-09-28	18	103,85
ANGOSTURA	2022-09-28	19	316,53
CHAPO	2022-09-28	19	238,44
COLBUN	2022-09-28	19	425,96
INVERNADA	2022-09-28	19	1285,19
LAJA	2022-09-28	19	1317,5
MACHICURA	2022-09-28	19	257,23
MAULE	2022-09-28	19	2158,6
MELADO	2022-09-28	19	644,92
PANGUE	2022-09-28	19	509,68
POLCURA	2022-09-28	19	735,64
RALCO	2022-09-28	19	719,3
RAPEL	2022-09-28	19	103,84
ANGOSTURA	2022-09-28	20	316,34
CHAPO	2022-09-28	20	238,44
COLBUN	2022-09-28	20	425,96
INVERNADA	2022-09-28	20	1285,21
LAJA	2022-09-28	20	1317,5
MACHICURA	2022-09-28	20	257,14
MAULE	2022-09-28	20	2158,6
MELADO	2022-09-28	20	644,88
PANGUE	2022-09-28	20	509,73
POLCURA	2022-09-28	20	735,59
RALCO	2022-09-28	20	719,3
RAPEL	2022-09-28	20	103,85
ANGOSTURA	2022-09-28	21	316,17
CHAPO	2022-09-28	21	238,43
COLBUN	2022-09-28	21	425,96
INVERNADA	2022-09-28	21	1285,22
LAJA	2022-09-28	21	1317,5
MACHICURA	2022-09-28	21	257,12
MAULE	2022-09-28	21	2158,6
MELADO	2022-09-28	21	644,86
PANGUE	2022-09-28	21	509,76
POLCURA	2022-09-28	21	735,48
RALCO	2022-09-28	21	719,28
RAPEL	2022-09-28	21	103,85
ANGOSTURA	2022-09-28	22	316,04
CHAPO	2022-09-28	22	238,43
COLBUN	2022-09-28	22	425,95
INVERNADA	2022-09-28	22	1285,23
LAJA	2022-09-28	22	1317,5
MACHICURA	2022-09-28	22	257,17
MAULE	2022-09-28	22	2158,6
MELADO	2022-09-28	22	644,81
PANGUE	2022-09-28	22	509,74
POLCURA	2022-09-28	22	735,44
RALCO	2022-09-28	22	719,25
RAPEL	2022-09-28	22	103,86
ANGOSTURA	2022-09-28	23	316,06
CHAPO	2022-09-28	23	238,43
COLBUN	2022-09-28	23	425,94
INVERNADA	2022-09-28	23	1285,24
LAJA	2022-09-28	23	1317,5
MACHICURA	2022-09-28	23	257,21
MAULE	2022-09-28	23	2158,6
MELADO	2022-09-28	23	644,71
PANGUE	2022-09-28	23	509,73
POLCURA	2022-09-28	23	735,51
RALCO	2022-09-28	23	719,24
RAPEL	2022-09-28	23	103,84
ANGOSTURA	2022-09-28	24	316,24
CHAPO	2022-09-28	24	238,43
COLBUN	2022-09-28	24	425,92
INVERNADA	2022-09-28	24	1285,24
LAJA	2022-09-28	24	1317,53
MACHICURA	2022-09-28	24	257,26
MAULE	2022-09-28	24	2158,6
MELADO	2022-09-28	24	644,66
PANGUE	2022-09-28	24	509,67
POLCURA	2022-09-28	24	735,61
RALCO	2022-09-28	24	719,22
RAPEL	2022-09-28	24	103,82
ANGOSTURA	2022-09-29	1	316,38
CHAPO	2022-09-29	1	238,42
COLBUN	2022-09-29	1	425,93
INVERNADA	2022-09-29	1	1285,25
LAJA	2022-09-29	1	1317,53
MACHICURA	2022-09-29	1	257,28
